Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.20986,18.204205,18.89933,19.51486,20.603955,19.05644,18.71725,20.05468,21.58024,19.201205,20.70969,21.459055,21.93123,20.76488,20.05662,22.115675,21.20796,20.768525,20.26908,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.56538,9.91571,10.07795,10.67458,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.88519,18.608405,18.16935,18.5236,17.92028,19.01719,18.78327,18.37564,19.95478,21.89051,20.332765,20.05662,20.71923,19.90773,19.99539,20.30592,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.70256,..,..,14.75523,13.90573,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.12462,11.53084,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.98136,9.23671,10.07795,10.128315,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.07795,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.777375,..,..,..,17.43237,18.29449,19.59413,18.03287,18.54038,19.49905,..,20.025175,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.79037,10.868015,10.422135,..,10.00318,10.53523,..,11.567695,13.52084,15.48542,13.944935,13.039845,13.90573,15.10375,14.38654,15.18748,15.2222,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.62585,10.79037,11.37896,10.27775,..,10.22297,10.53523,..,12.53787,13.52084,15.144145,13.68048,14.04204,12.71648,14.400335,14.38654,14.92318,15.2222,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.668335,10.38052,10.08778,..,9.699475,9.95862,..,11.21729,12.92352,15.292355,13.68048,13.039845,13.90573,14.41983,14.320055,15.18748,15.2222,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.813115,8.91555,8.614915,9.9565,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.68812,12.21159,11.52723,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.64487,8.91555,10.07795,10.7373,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.92784,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.670685,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.670685,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.05341,20.85277,20.5226,19.71867,19.7888,18.664005,19.85908,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.97009,17.55097,17.22694,18.87409,19.96582,19.15594,18.620425,18.49543,18.388225,18.447585,18.34378,21.061905,21.91087,20.808825,20.05662,20.795465,20.315375,19.99539,20.29085,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.689995,8.44093,15.504115,12.41251,15.213845,14.92879,..,16.48889,..,17.08606,14.74651,..,..,13.33654,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.58362,20.18979,19.733,19.2106,18.80568,21.314905,21.91087,20.76488,20.05662,21.697075,21.13702,19.76064,20.295035,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.56538,9.23671,10.088385,10.67458,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.35551,11.943535,12.862605,11.427635,13.2024,..,..,16.43938,14.755175,19.17284,17.502885,..,..,14.898435,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.57923,9.293735,10.227995,8.86259,9.79172,10.125075,9.17222,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.57923,9.293735,10.227995,8.86259,9.79172,10.125075,9.17222,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.38055,9.49074,11.14255,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.38055,9.49074,11.14255,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.38055,9.49074,11.14255,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.76617,..,16.27662,14.75523,14.2348,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.16503,15.40649,14.86019,15.5618,..,..,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.2609,12.56712,8.53024,11.32094,12.03027,10.29234,11.98575,11.3072,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.86682,..,6.78368,9.82258,7.97805,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.0622,17.36465,..,17.8263,17.85554,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.07701,..,6.70211,6.94716,9.91968,11.05105,..,17.78799,13.31665,13.52729,..,16.375,11.27472,14.38817,13.63639,13.56321,13.93424,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.34896,..,9.80909,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.11422,16.60092,15.74535,16.89971,15.21159,12.85688,12.94152,16.11186,16.7607,17.83472,19.1992,22.23454,19.26875,20.64525,20.75691,21.62494,21.31954,22.87436,21.59171,20.6226,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.8701,14.57604,..,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.56215,19.20419,20.24258,19.38926,..,17.7411,17.61527,..,..,..,..,..,..,25.09578,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.03172,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.08962,16.77557,16.54706,17.13625,14.98139,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.92871,29.29272,27.16046,27.05851,27.00313,27.87828,26.59278,25.39476,25.70922,25.40733,26.29943,29.28391,28.43686,29.42218,26.71204,27.58908,27.05619,27.293,27.72044,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.90834,15.75927,17.50832,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.99201,9.29947,..,10.41505,11.27777,12.24151,..,12.55229,12.11735,11.56194,10.31646,12.56133,11.21871,10.41856,..,..,..,9.88363,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.42909,21.1396,25.34136,25.48251,27.972,24.69735,22.6382,..,23.00835,19.81998,20.81281,25.78739,..,..,..,19.32011,..,28.03908,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.66614,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.52636,..,..,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.97739,16.35608,..,..,..,19.22426,20.50685,20.68365,..,22.04897,23.54643,26.17363,..,23.12188,21.93179,23.80357,26.00505,26.1109,27.31837,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.23022,22.36552,18.23596,20.13692,22.61676,..,..,..,..,..,..,..,..,13.80213,13.01251,11.34655,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.34193,14.02632,..,..,..,..,17.8416,..,..,..,12.55218,11.92934,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.27318,33.41283,26.01151,30.14214,..,32.38232,33.94304,29.42942,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.51293,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.55359,..,40.62813,..,35.86587,..,..,..,..,..,..,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.14512,..,11.44409,13.00607,..,17.62629,19.06857,20.00857,20.97786,21.8504,19.66737,20.57305,20.56801,21.52655,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.00726,..,..,12.68272,11.67684,16.14467,15.51244,..,17.97091,17.77082,..,..,..,..,14.06042,..,10.85147,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.6387,..,..,..,10.13979,..,23.64457,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.03489,..,..,18.35665,18.06848,19.76148,10.2099,21.24879,20.16032,19.53311,22.67286,23.35568,23.08243,20.71572,19.05691,22.18229,..,..,..,..,..,..,..,..,..
"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.79333,22.28991,29.17324,..,..,20.56827,22.74974,18.18041,15.59634,16.09687,17.26223,19.92959,..,..,..,..,..,..
